"","residuals"
"393",0.0563306206082335
"394",-0.101612962461193
"395",-0.0896087941390218
"396",0.159127771066419
"397",0.272308940780599
"398",0.0116559705063722
"399",-0.0898633782950102
"400",-0.0358454293346649
"401",-0.0457889458123837
"402",0.101845716093966
"403",0.0647563634727696
"404",-0.0395401094767815
"405",0.0171778458168435
"406",0.180289576074609
"407",-0.0233612409255926
"408",0.0977992490799875
"409",0.0851691203940089
"410",0.0743704529147966
"411",0.184018328630689
"412",-0.0472251842128747
"413",-0.0459807043577797
"414",-0.000484652759267093
"415",-0.0494339249137553
"416",0.171493601936517
"417",-0.12163309272904
"418",0.155556323725541
"419",0.327487987036157
"420",0.0532719428197541
"421",0.00731150276939212
"422",0.070263243030176
"423",0.00204467243424491
"424",-0.0352486105530185
"425",-0.0502170802841641
"426",-0.00669188858981611
"427",-0.0520657590240178
"428",0.0510265346167026
"429",-0.0283811056426025
"430",0.0553296953483232
"431",0.110456886312419
"432",0.214446254550096
"433",-0.101021491651784
"434",-0.0827683503494897
"435",0.109708271427651
"436",-0.00568487799041326
"437",-0.0109573962527188
"438",-0.0981915825093354
"439",-0.0204574217482094
"440",-0.0737830042420658
"441",0.0284438950449283
"442",0.315648660396544
"443",0.119780646732991
"444",0.205710860019514
"445",-0.0387981269903255
"446",-0.0113535417485789
"447",-0.0642247157817041
"448",-0.0295906024254743
"449",-0.0957859199369824
"450",-0.0530944716661459
"451",-0.013818980356594
"452",0.0586684766088012
"453",-0.0372938571312044
"454",-0.106918560921824
"455",-0.0157472723341876
"456",-0.0704997900050841
"457",0.100062452109507
"458",-0.0858637698935747
"459",-0.036192390266457
"460",-0.0809497609791833
"461",-0.177721814025397
"462",-0.0512421579965832
"463",0.0334161534404148
"464",-0.0419644232390497
"465",0.211116034210375
"466",-0.0426850621192158
"467",-0.0972141242098978
"468",-0.0115090454679228
"469",-0.0684728297970954
"470",-0.073476803983762
"471",-0.0337521632461588
"472",0.0404054143345207
"473",0.087625783307295
"474",-0.0171491257351823
"475",-0.0562936151911535
"476",-0.0842937461238943
"477",0.166796207639379
"478",-0.096534845193691
"479",-0.0561322751852605
"480",-0.149201136828468
"481",-0.179150729753472
"482",-0.126038329629073
"483",-0.0140114785092772
"484",-0.0542530916086509
"485",0.0526320006469116
"486",-0.150792027286393
"487",0.156863673443078
"488",-0.0322061508130012
"489",-0.0584185478200524
"490",0.0202177085788856
"491",0.0379291831793653
"492",0.0286510421377207
"493",0.0638329445803829
"494",0.0976292392885228
"495",-0.118603087749897
"496",-0.0666562402327131
"497",-0.0435659371607467
"498",0.0146161732950227
"499",0.069315276060756
"500",0.0314580101170198
"501",0.00413604708554762
"502",0.200927032268019
"503",0.0686734313516486
"504",0.110263468618783
"505",-0.0723787352911865
"506",0.0584536410234131
"507",0.00895204616113226
"508",0.141409552548598
"509",-0.0545852043147213
"510",0.189963592286185
"511",-0.0640290857617102
"512",-0.0571027092630903
"513",-0.0130594756419145
"514",-0.0750956917306194
"515",-0.0643858965224013
"516",-0.0177463142689678
"517",-0.0362891713038607
"518",0.150383347245457
"519",0.150226865532922
"520",0.175196357920605
"521",-0.014601813386472
"522",0.143018697354065
"523",0.118091917265264
"524",-0.0361663315370956
"525",-0.0417672510340569
"526",-0.0453241005788688
"527",0.25501243033657
"528",0.084731004657066
"529",-0.00213514747149681
"530",0.0520806622484155
"531",-0.160638413153697
"532",0.186625489906961
"533",0.0177611935440799
"534",-0.0203480042732177
"535",0.0221111113306743
"536",0.0206455833100898
"537",0.107616966534157
"538",-0.0268240249374939
"539",-0.0428303922383959
"540",0.0766625272594517
"541",0.0142055943620245
"542",-0.000865804104631431
"543",-0.164418848388917
"544",0.000379695524113261
"545",-0.00580456890998442
"546",0.0798924505316025
"547",-0.0160549762070683
"548",-0.141274224204819
"549",0.0270258376530484
"550",-0.004710989236882
"551",-0.0572322382031587
"552",0.0753048753566266
"553",0.0550275652716587
"554",-0.106731777344099
"555",-0.0540109104119188
"556",0.0417395477140466
"557",0.00289102833997273
"558",-0.0620903799369587
"559",0.0222224969288415
"560",-0.000363805108380281
"561",0.0703661716367303
"562",0.0871315520218112
"563",0.134519711050816
"564",0.0677614464837006
"565",0.0267362412462464
"566",0.024957673276334
"567",-0.0187143727802106
"568",-0.0483073279684344
"569",0.051583280142749
"570",-0.0636780763251752
"571",0.0857174010230606
"572",-0.0188091202765968
"573",0.0448028672377615
"574",-0.0871463342515525
"575",0.0537428546359381
"576",0.00790069788641884
"577",-0.0274673085576384
"578",-0.0606235558644741
"579",-0.0521838163488185
"580",0.135956723995744
"581",0.0777215341627607
"582",-0.0298558838660343
"583",-0.0368667718937283
"584",-0.0414693462998495
"585",-0.046055756650416
"586",0.0954596431826467
"587",-0.010937828661004
"588",-0.0983931734942153
"589",-0.130723956423377
"590",-0.00289077205943259
"591",0.0353461624994527
"592",0.0637242720779363
"593",-0.0808486881597302
"594",0.0946138901625704
"595",0.141743324792159
"596",0.10461530699564
"597",-0.0806125223216948
"598",0.101160549756699
"599",-0.0185184528952468
"600",0.0914010645295474
"601",0.0130679927542888
"602",-0.00226500725174526
"603",-0.0272786582707752
"604",-0.0940449236827745
"605",0.179420870611925
"606",-0.077760867507325
"607",0.0339443385015981
"608",0.0597378366250921
"609",0.00722003943651631
"610",0.00207598892568533
"611",-0.0833402550871065
"612",-0.02869031870317
"613",0.0388923184422522
"614",-0.0306453777480965
"615",0.128397957379441
"616",0.0357212864818166
"617",0.0441736538070159
"618",-0.0319529850031193
"619",-0.0816890626202409
"620",0.0423665154521593
"621",-0.054203752483822
"622",0.0262396264634826
"623",0.0278499457359476
"624",0.00128961666169735
"625",0.0429794061275593
"626",0.113404340667226
"627",-0.100593443506879
"628",0.0747135952365227
"629",0.0533711332265441
"630",0.153728570016628
"631",-0.0119469870452355
"632",-0.0272399691861416
"633",0.0166009567832242
"634",-0.00388695601350923
"635",-0.0462183407510795
"636",0.0944359125129711
"637",-0.0121562320637932
"638",0.147519138496972
"639",0.0323244040997413
"640",-0.0741073513478065
"641",0.0612603432189441
"642",-0.00249859663833526
"643",0.0319938291633727
"644",0.0754706661955846
"645",-0.0355583678564598
"646",-0.0393338686834182
"647",-0.033694699055616
"648",0.0843538777339888
"649",0.0218890831668195
"650",0.00386397713623845
"651",-0.148154977607266
"652",-0.137148369431332
"653",-0.101280138164062
"654",-0.070105623052338
"655",-0.132979002580932
"656",-0.179028124139284
"657",-0.0448300836528479
"658",-0.0499851974825206
"659",-0.116491306467968
"660",-0.0507821819831549
"661",-5.7911517639343e-05
"662",0.0623649542185905
"663",0.126778738080913
"664",-0.0336449049209884
"665",0.0122061180207834
"666",-0.0851345226000509
"667",-0.0454222748115943
"668",-0.146221555689779
"669",0.13910456106591
"670",-0.0569412363999133
"671",-0.00349514164599795
"672",0.101217654641967
"673",0.00252259532638219
"674",-0.133748263130036
"675",-0.163963003940503
"676",-0.0247776764986418
"677",0.0355815445615976
"678",0.0133415137762854
"679",0.0577623242731615
"680",-0.0437344139022818
"681",-0.0375059392143662
"682",-0.071817750700626
"683",0.0164635042085436
"684",-0.120692122466417
"685",0.0299166160895057
"686",0.0476799569054644
"687",-0.0528872367937788
"688",0.0065447799337001
"689",-0.0066246188277454
"690",0.0761115825449502
"691",-0.0792714117588387
"692",-0.0248522929729187
"693",0.0821562726535108
"694",0.00450313103064304
"695",-0.112856359402667
"696",-0.00407264598933085
"697",0.0625147656695912
"698",-0.0163252320286335
"699",0.0200319821309668
"700",0.122643762415074
"701",-0.012906883426982
"702",-0.0175976935061223
"703",-0.0084052718464358
"704",-0.0269921525410871
"705",-0.0466851827697646
"706",0.0189555775324711
"707",-0.044680684766355
"708",-0.0359668100441054
"709",-0.115131202661373
"710",0.110629894596476
"711",-0.0576317257351776
"712",0.030316733692868
"713",0.05029473290486
"714",0.0199221156311228
"715",-0.0326174015160891
"716",0.00157170028463534
"717",0.0899458555475746
"718",0.111073895925687
"719",-0.0633817304793446
"720",0.244790824673253
"721",-0.0440106766541958
"722",-0.0466927994080106
"723",0.0427506456987794
"724",-0.00424831177196586
"725",0.0452768734799033
"726",0.0254000832670447
"727",0.020240321603632
"728",0.225960462941193
"729",0.068290197257703
"730",0.0823583939447423
"731",0.0265023401846642
"732",0.0364458828635678
"733",-0.00631967980442962
"734",0.123457660110594
"735",-0.0142643781746712
"736",0.0423391638970086
"737",-0.142584128663721
"738",0.0170923828387742
"739",0.0985019915191785
"740",-0.00813268481561265
"741",-0.00892847570215139
"742",0.0804585595483744
"743",0.0589936062465997
"744",0.0232577728626387
"745",-0.068292920040685
"746",-0.021529054840554
"747",-0.0434806254543652
"748",-0.121801503313361
"749",-0.0209046993380839
"750",0.0441822613365451
"751",-0.0603936656551757
"752",-0.0815672415046033
"753",-0.0171536333476492
"754",0.206258639644692
"755",0.0902427416339431
"756",0.0533049148642143
"757",0.0770249505800889
"758",-0.0863495092581188
"759",-0.084001807981724
"760",-0.0827177261139304
"761",-0.0558699279401385
"762",0.176143784394794
"763",-0.0956711560214924
"764",0.0786651186004544
"765",0.136781486789091
"766",-0.11387684073009
"767",-0.0158571643729237
"768",-0.000458905776513199
"769",0.0227859352204555
"770",0.0809079240823965
"771",-0.0746525330766176
"772",0.080556544462686
"773",-0.112336494184873
"774",-0.0917494186285182
"775",0.00332880244305708
"776",-0.0151429830990815
"777",0.0748638034834069
"778",-0.0649397476335195
"779",-0.0580378324323616
"780",0.0880418742758416
"781",0.00188192078822695
"782",-0.0713511138177415
"783",0.106985335803447
"784",-0.060202587394661
"785",0.0366921875911774
"786",-0.077099089252459
"787",-0.118828524829827
"788",0.0191158554038499
"789",0.241869973341981
"790",0.0985210887663506
"791",0.0983654672958647
"792",0.00165674656292333
"793",0.0381775413738956
"794",0.0254508065581004
"795",0.0551515053734268
"796",0.150123107869828
"797",-0.0180787038466216
"798",-0.00780380786494964
"799",0.0161403528562073
"800",0.0609635689805488
"801",-0.0510933377324815
"802",0.0969238672092068
"803",0.0593067102103037
"804",-0.00716629591479289
"805",0.0380487123278548
"806",0.0473647271744436
"807",-0.0867374813873127
"808",-0.0242261389455429
"809",-0.015012465370382
"810",-0.0529562669270057
"811",-0.0805272978628883
"812",-0.03698853217635
"813",0.0143029262936523
"814",-0.0465066507428601
"815",0.0449294612318402
"816",-0.0119302144243788
"817",0.0188971382233218
"818",0.231692641996598
"819",0.0549317766079252
"820",0.0947976745656085
"821",-0.0300306052365031
"822",-0.0813600862196252
"823",-0.0668297685189261
"824",0.0587446426402583
"825",-0.0341195446965397
"826",-0.0745393726927788
"827",-0.0904409270567901
"828",-0.0642389168194439
"829",-0.0679001368191177
"830",0.313898053782832
"831",0.0484543936543015
"832",0.035372260395047
"833",0.0336807701107301
"834",-0.0851447908139336
"835",0.018782293309022
"836",0.0254749023641591
"837",-0.0308703739129684
"838",-0.0315918089095484
"839",-0.00666084720679277
"840",-0.203236229474345
"841",-0.159371585434743
"842",-0.0552095078361928
"843",0.0157599729143177
"844",0.0912738414676392
"845",-0.106135974127709
"846",0.0131367232100922
"847",-0.103985556322506
"848",-0.00229541633494834
"849",-0.0435936432180039
"850",-0.137625869007415
"851",-0.0262678646180555
"852",-0.0931315811640827
"853",-0.0638827326103025
"854",-0.0212976780887928
"855",0.049634737585845
"856",-0.135937629533813
"857",0.00625232572762209
"858",0.0370996245483294
"859",-0.0288347878684766
"860",-0.013084627805652
"861",-0.0388252702489015
"862",0.0794968262401325
"863",0.0190159143393291
"864",0.0859960391707175
"865",-0.0490135787474768
"866",0.065031947939564
"867",-0.152701547023543
"868",0.10756621425516
"869",-0.252387965578816
"870",0.0325890660010233
"871",0.202204775219915
"872",-0.0207596357809657
"873",-0.0962704940798984
"874",-0.0384681856827651
"875",0.00386729007496807
"876",-0.055213784479488
"877",-0.0623498776714572
"878",-0.0648864673585946
"879",0.0618898611875465
"880",0.0638876830398863
"881",-0.0140004826764978
"882",-0.030225233778105
"883",-0.0375107251410549
"884",-0.07360728434687
"885",0.0345089088664268
"886",-0.187968556424438
"887",0.0402971234962953
"888",0.0149707717870007
"889",0.0426991371647663
"890",-0.00412309722483985
"891",0.0404631850176404
"892",-0.0690500209215357
"893",-0.0199694777047822
"894",-0.0543243221821111
"895",-0.00889423796383712
"896",0.18219466457722
"897",-0.0908558723694076
"898",-0.0473771919509926
"899",0.00670903242646421
"900",0.0180758425854516
"901",-0.153870935941771
"902",-0.0468767962328237
"903",-0.107490650475739
"904",0.0887503589809945
"905",0.0434990568923623
"906",-0.0237591798533932
"907",-0.115061673524499
"908",-0.120660868929778
"909",-0.0416248524387843
"910",-0.0469667779454289
"911",0.107359480687229
"912",0.105556412284508
"913",-0.0279650535388998
"914",-0.0415195301968408
"915",0.0676333353790034
"916",-0.0442281116687351
"917",0.037102466301728
"918",-0.0772373772815145
"919",0.076587778011092
"920",-0.0455348212493529
"921",0.038711268733748
"922",-0.0396096334871845
"923",-0.0817008215461866
"924",0.0216461491922636
"925",-0.00702851644637273
"926",0.00037967122611917
"927",0.111912009131476
"928",-0.00538819857617774
"929",-0.0493790742114826
"930",-0.102832407341611
"931",0.0472651782568896
"932",0.122641792425873
"933",-0.054015404002874
"934",0.0103748123901613
"935",-0.0536182258026738
"936",0.0062591588602627
"937",-0.0589506051537068
"938",0.0454171235351681
"939",-0.0210186602912177
"940",0.000485259893154136
"941",0.0339254177603661
"942",-0.0619616261774033
"943",-0.0738613112076625
"944",-0.0780723545728931
"945",0.0116404430142746
"946",0.00408356616636783
"947",-0.10687830285198
"948",-0.163372130255038
"949",-0.028690717822258
"950",-0.0400921708489308
"951",-0.0286360192361662
"952",0.117884237977513
"953",-0.0407640004323517
"954",0.131177613308702
"955",-0.105609844257602
"956",-0.0508219673667227
"957",-0.0703934512865921
"958",0.0417110150810116
"959",-0.0724369324928833
"960",0.0759121993834458
"961",-0.0806861290593615
"962",-0.0265704817806323
"963",0.00559562014075235
"964",0.0892793854371603
"965",-0.132120237983521
"966",-0.128477003898445
"967",-0.0992781095735923
"968",0.0668399309336621
"969",-0.00570476234473466
"970",-0.0950442494438835
"971",-0.0361161302809165
"972",-0.0576584460886791
"973",-0.0163113015033988
"974",-0.0421067756044133
"975",0.0435849412634891
"976",-0.0759104335848177
"977",0.0132194173338764
"978",-0.0500350217719608
"979",-0.0598619817953784
"980",-0.0703640059116938
"981",0.0505631969381742
"982",-0.0527091229754871
"983",0.171138105545896
"984",0.0501817640648458
"985",-0.0965813122585008
"986",0.220270719834637
"987",0.304177227567527
"988",0.0488674968097221
"989",0.0385328990718533
"990",-0.019304767466254
"991",-0.102833643582633
"992",0.0246690996481033
"993",-0.0495873059647722
"994",0.291711547673403
"995",0.0679522697535966
"996",-0.0405161585344306
"997",-0.0318776997798652
"998",0.0863168304826813
"999",-0.0206288749363987
"1000",-0.0622880399491703
"1001",0.0424989166276075
"1002",-0.0708749109361342
"1003",0.101855499358139
"1004",-0.0511383047099448
"1005",-0.00288100997199765
"1006",-0.048681029946366
"1007",0.192203951488623
"1008",-0.03171764032109
"1009",0.064698578364086
"1010",-0.0953736609834271
"1011",0.117763673628188
"1012",-0.0289778380137881
"1013",0.0400217286480527
"1014",-0.0156120051713427
"1015",-0.000913814844346212
"1016",0.0406920881502667
"1017",-0.0670314547421597
"1018",0.0005237837047404
"1019",0.00241672647207757
"1020",-0.0746886427639857
"1021",-0.0709508701567395
"1022",-0.128735591594436
"1023",-0.0592411711310987
"1024",0.137529162464306
"1025",-0.0119680801976121
"1026",-0.141777740341578
"1027",0.175264974197824
"1028",0.0108498797991813
"1029",0.0557681935168128
"1030",0.054922373143322
"1031",-0.121785594676014
"1032",-0.141376282358208
"1033",0.225472406885824
"1034",-0.00750784827816271
"1035",-0.0679896685028416
"1036",-0.0641497853796817
"1037",0.0132649713584384
"1038",0.212467808839506
"1039",-0.050022374338656
"1040",-0.0015399264982299
"1041",0.166024599408165
"1042",-0.0312117347770379
"1043",-0.100583285349442
"1044",0.100355442369485
"1045",0.0107864429268356
"1046",0.0567308466625779
"1047",0.0881278296098102
"1048",0.11745655337656
"1049",0.0011519633890664
"1050",-0.0556290007582487
"1051",0.0463609747374275
"1052",0.0212723839119853
"1053",-0.000896112834900235
"1054",0.20069162830746
"1055",-0.0595017611452048
"1056",-0.0723883534589705
"1057",0.199140119401542
"1058",0.0718185060711767
"1059",-0.0356391171832523
"1060",0.189774015250927
"1061",-0.0218562511760868
"1062",0.0341338436142633
"1063",-0.0230292763275343
"1064",-0.000587389464289088
"1065",-0.0357372248404806
"1066",-0.0809145375735566
"1067",0.10587219030276
"1068",-0.0342992234892729
"1069",-0.0569775746072264
"1070",-0.0913879596724462
"1071",-0.0747166002925474
"1072",-0.0306413367814236
"1073",-0.0444975680284492
"1074",0.0898499265867176
"1075",-0.0514429468713225
"1076",-0.0432101789481047
"1077",-0.14320090312915
"1078",-0.0412700411224412
"1079",0.020645972392411
"1080",0.0106946612375995
"1081",0.161154147834669
"1082",-0.105581771109749
"1083",-0.157209841181667
"1084",-0.0733203474549148
"1085",-0.0454184813902432
"1086",-0.0946829842016791
"1087",-0.0246606532812593
"1088",-0.111021560701459
"1089",-0.125365576040826
"1090",-0.101591899376222
"1091",-0.122303980210377
"1092",0.20674651754366
"1093",-0.0613236622749691
"1094",-0.0885522284244193
"1095",-0.0540111217864294
"1096",0.0814786172461077
"1097",-0.128602253724432
"1098",-0.0539713548489334
"1099",0.0849922216299504
"1100",0.130728635022994
"1101",-0.00772206938371075
"1102",0.0718928455487916
"1103",0.000439430177727252
"1104",-0.101049780943932
"1105",-0.105997226166965
"1106",-0.184850998238029
"1107",0.0560163727760379
"1108",0.0763491646830339
"1109",0.124980987381877
"1110",-0.00537837977095277
"1111",-0.0368851187888068
"1112",0.168412352392222
"1113",-0.0559537045904662
"1114",-0.133101532982863
"1115",-0.067698717341126
"1116",0.012679062003045
"1117",-0.0520411999807443
"1118",0.066440144870337
"1119",-0.0593407049651773
"1120",-0.0579688404453929
"1121",-0.00118823505073702
"1122",-0.0278102274373785
"1123",0.095913780672739
"1124",-0.048093477947057
"1125",0.0122085601114105
"1126",0.0418492169541693
"1127",-0.106811574683095
"1128",0.0972538791993492
"1129",0.0757393329192265
"1130",-0.00253561770741738
"1131",0.124524529311383
"1132",0.0560851323056428
